2024-09-01_100__175.txt	  Number of steps:100	 Steps accepted:47	 acc = 0.47	min(-loglike) = 50575.40
2024-09-01_100__364.txt	  Number of steps:100	 Steps accepted:13	 acc = 0.13	min(-loglike) = 0.71
2024-09-01_100__247.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 2.76
2024-09-01_100__531.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 1.52
2024-09-01_100__706.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 6.16
2024-09-01_100__782.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__572.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__206.txt	  Number of steps:100	 Steps accepted:9	 acc = 0.09	min(-loglike) = 1.01
2024-09-01_100__909.txt	  Number of steps:100	 Steps accepted:25	 acc = 0.25	min(-loglike) = 708.36
2024-09-01_100__182.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 1.71
2024-09-01_100__761.txt	  Number of steps:100	 Steps accepted:5	 acc = 0.05	min(-loglike) = 2.55
2024-09-01_100__424.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 0.73
2024-09-01_100__423.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 4.67
2024-09-01_100__402.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__752.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 2.03
2024-09-01_100__753.txt	  Number of steps:100	 Steps accepted:48	 acc = 0.48	min(-loglike) = 1717290000000.00
2024-09-01_100__708.txt	  Number of steps:100	 Steps accepted:42	 acc = 0.42	min(-loglike) = 43912500.00
2024-09-01_100__969.txt	  Number of steps:100	 Steps accepted:40	 acc = 0.4	min(-loglike) = 737184.00
2024-09-01_100__829.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 1.01
2024-09-01_100__286.txt	  Number of steps:100	 Steps accepted:45	 acc = 0.45	min(-loglike) = 212282.00
2024-09-01_100__656.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 0.02
2024-09-01_100__508.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 1.27
2024-09-01_100__497.txt	  Number of steps:100	 Steps accepted:27	 acc = 0.27	min(-loglike) = 127.02
2024-09-01_100__741.txt	  Number of steps:100	 Steps accepted:13	 acc = 0.13	min(-loglike) = 2.44
2024-09-01_100__76.txt	  Number of steps:100	 Steps accepted:6	 acc = 0.06	min(-loglike) = 0.51
2024-09-01_100__827.txt	  Number of steps:100	 Steps accepted:54	 acc = 0.54	min(-loglike) = 2983500000000000.00
2024-09-01_100__930.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 1.63
2024-09-01_100__291.txt	  Number of steps:100	 Steps accepted:55	 acc = 0.55	min(-loglike) = 17216700000.00
2024-09-01_100__735.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 1.74
2024-09-01_100__994.txt	  Number of steps:100	 Steps accepted:10	 acc = 0.1	min(-loglike) = 0.18
2024-09-01_100__23.txt	  Number of steps:100	 Steps accepted:30	 acc = 0.3	min(-loglike) = 983.44
2024-09-01_100__151.txt	  Number of steps:100	 Steps accepted:11	 acc = 0.11	min(-loglike) = 1.37
2024-09-01_100__160.txt	  Number of steps:100	 Steps accepted:59	 acc = 0.59	min(-loglike) = 24967600000000000000.00
2024-09-01_100__95.txt	  Number of steps:100	 Steps accepted:6	 acc = 0.06	min(-loglike) = 1.01
2024-09-01_100__844.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 1.44
2024-09-01_100__409.txt	  Number of steps:100	 Steps accepted:9	 acc = 0.09	min(-loglike) = 3.58
2024-09-01_100__864.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__594.txt	  Number of steps:100	 Steps accepted:11	 acc = 0.11	min(-loglike) = 1.86
2024-09-01_100__498.txt	  Number of steps:100	 Steps accepted:53	 acc = 0.53	min(-loglike) = 761905000000.00
2024-09-01_100__295.txt	  Number of steps:100	 Steps accepted:41	 acc = 0.41	min(-loglike) = 9170.13
2024-09-01_100__210.txt	  Number of steps:100	 Steps accepted:41	 acc = 0.41	min(-loglike) = 569174.00
2024-09-01_100__347.txt	  Number of steps:100	 Steps accepted:27	 acc = 0.27	min(-loglike) = 86.09
2024-09-01_100__381.txt	  Number of steps:100	 Steps accepted:49	 acc = 0.49	min(-loglike) = 8339420.00
2024-09-01_100__316.txt	  Number of steps:100	 Steps accepted:13	 acc = 0.13	min(-loglike) = 1.95
2024-09-01_100__694.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 0.89
2024-09-01_100__868.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 2.07
2024-09-01_100__170.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__928.txt	  Number of steps:100	 Steps accepted:43	 acc = 0.43	min(-loglike) = 50557000000000000.00
2024-09-01_100__545.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 0.95
2024-09-01_100__457.txt	  Number of steps:100	 Steps accepted:42	 acc = 0.42	min(-loglike) = 35038.00
2024-09-01_100__368.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__110.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 0.30
2024-09-01_100__567.txt	  Number of steps:100	 Steps accepted:6	 acc = 0.06	min(-loglike) = 2.26
2024-09-01_100__506.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.21
2024-09-01_100__55.txt	  Number of steps:100	 Steps accepted:7	 acc = 0.07	min(-loglike) = 1.46
2024-09-01_100__1001.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 2.26
2024-09-01_100__124.txt	  Number of steps:100	 Steps accepted:19	 acc = 0.19	min(-loglike) = 1.22
2024-09-01_100__30.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.55
2024-09-01_100__459.txt	  Number of steps:100	 Steps accepted:17	 acc = 0.17	min(-loglike) = 1.22
2024-09-01_100__427.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__803.txt	  Number of steps:100	 Steps accepted:13	 acc = 0.13	min(-loglike) = 2.67
2024-09-01_100__667.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 1.25
2024-09-01_100__398.txt	  Number of steps:100	 Steps accepted:6	 acc = 0.06	min(-loglike) = 2.20
2024-09-01_100__541.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.22
2024-09-01_100__747.txt	  Number of steps:100	 Steps accepted:14	 acc = 0.14	min(-loglike) = 1.32
2024-09-01_100__814.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.83
2024-09-01_100__51.txt	  Number of steps:100	 Steps accepted:56	 acc = 0.56	min(-loglike) = 505115000000.00
2024-09-01_100__713.txt	  Number of steps:100	 Steps accepted:8	 acc = 0.08	min(-loglike) = 2.56
2024-09-01_100__995.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__235.txt	  Number of steps:100	 Steps accepted:14	 acc = 0.14	min(-loglike) = 5.03
2024-09-01_100__766.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
2024-09-01_100__927.txt	  Number of steps:100	 Steps accepted:12	 acc = 0.12	min(-loglike) = 0.42
2024-09-01_100__816.txt	  Number of steps:100	 Steps accepted:1	 acc = 0.01	min(-loglike) = nan
