6  3121.83	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	0.000000e+00	2.100000e+01	1.530000e+00	1.490000e+06	8.200000e-01	2.000000e-01	2.880000e+02	7.000000e+03	1.500000e+01	1.900000e+01	1.485330e+03	1.000000e+00	1.770000e-06	4.248179e-09	3.732049e-07	
3  3084.42	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-3.254392e-10	2.099998e+01	1.530001e+00	1.490000e+06	8.211515e-01	1.971034e-01	2.888217e+02	7.007396e+03	1.500049e+01	1.901921e+01	1.483454e+03	1.000402e+00	1.769972e-06	4.248179e-09	3.732049e-07	
1  3078.48	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-4.051862e-10	2.099998e+01	1.530003e+00	1.489999e+06	8.146500e-01	1.918942e-01	2.884672e+02	7.016117e+03	1.500145e+01	1.898731e+01	1.485462e+03	9.996923e-01	1.769930e-06	4.248179e-09	3.732049e-07	
2  3019.82	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-1.316348e-10	2.099995e+01	1.530003e+00	1.490000e+06	8.202546e-01	1.881915e-01	2.888010e+02	7.006047e+03	1.500212e+01	1.894990e+01	1.486751e+03	9.999744e-01	1.769543e-06	4.248179e-09	3.732049e-07	
1  2986.52	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-1.036518e-10	2.100000e+01	1.530005e+00	1.489999e+06	8.209767e-01	1.826197e-01	2.895230e+02	7.009948e+03	1.500227e+01	1.897748e+01	1.481829e+03	1.000056e+00	1.769325e-06	4.248179e-09	3.732049e-07	
1  2907.82	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-2.937611e-10	2.100000e+01	1.530002e+00	1.489999e+06	8.239866e-01	1.859698e-01	2.885078e+02	7.019020e+03	1.500127e+01	1.893859e+01	1.483702e+03	9.995370e-01	1.769633e-06	4.248179e-09	3.732049e-07	
4  2891.36	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	2.950379e-10	2.100001e+01	1.530002e+00	1.489999e+06	8.267351e-01	1.872316e-01	2.869892e+02	7.018522e+03	1.500080e+01	1.891807e+01	1.484479e+03	9.994754e-01	1.769680e-06	4.248179e-09	3.732049e-07	
4  2821.17	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-5.501168e-10	2.100000e+01	1.530000e+00	1.489999e+06	8.304835e-01	1.896898e-01	2.877004e+02	7.021383e+03	1.500111e+01	1.893543e+01	1.481904e+03	9.990974e-01	1.769524e-06	4.248179e-09	3.732049e-07	
3  2753.82	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-7.060930e-10	2.100000e+01	1.529999e+00	1.489999e+06	8.351236e-01	1.870573e-01	2.867739e+02	7.016337e+03	1.500066e+01	1.898605e+01	1.478671e+03	9.989139e-01	1.769566e-06	4.248179e-09	3.732049e-07	
1  2664.15	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-4.182505e-10	2.100001e+01	1.530000e+00	1.489999e+06	8.378597e-01	1.839048e-01	2.871295e+02	7.027264e+03	1.500050e+01	1.901816e+01	1.486356e+03	9.990813e-01	1.769430e-06	4.248179e-09	3.732049e-07	
2  2635.39	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-1.780140e-10	2.100008e+01	1.530005e+00	1.489999e+06	8.452073e-01	1.893474e-01	2.873199e+02	7.033443e+03	1.500082e+01	1.900516e+01	1.483250e+03	9.996484e-01	1.769545e-06	4.248179e-09	3.732049e-07	
3  2552.61	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	2.885020e-12	2.100010e+01	1.530000e+00	1.489999e+06	8.461034e-01	1.883630e-01	2.870280e+02	7.043342e+03	1.500122e+01	1.900515e+01	1.484814e+03	9.998077e-01	1.769024e-06	4.248179e-09	3.732049e-07	
2  2468.46	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	2.443915e-10	2.100007e+01	1.530006e+00	1.489999e+06	8.567721e-01	1.886551e-01	2.865974e+02	7.040523e+03	1.500131e+01	1.899431e+01	1.485723e+03	9.997982e-01	1.769038e-06	4.248179e-09	3.732049e-07	
3  2465.01	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	9.463155e-11	2.100015e+01	1.530002e+00	1.489999e+06	8.554315e-01	1.881946e-01	2.852806e+02	7.036345e+03	1.500002e+01	1.891390e+01	1.486049e+03	9.995787e-01	1.768854e-06	4.248179e-09	3.732049e-07	
4  2302.07	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	1.826999e-10	2.100012e+01	1.530003e+00	1.489999e+06	8.591953e-01	1.819439e-01	2.848100e+02	7.037110e+03	1.499874e+01	1.892051e+01	1.485121e+03	9.990342e-01	1.767979e-06	4.248179e-09	3.732049e-07	
2  2193.54	7.251312e-01	8.312181e+00	1.824502e+00	2.224883e+00	9.996582e-01	-4.177585e-10	2.100005e+01	1.530002e+00	1.489999e+06	8.636441e-01	1.794778e-01	2.849630e+02	7.036376e+03	1.499867e+01	1.897403e+01	1.482893e+03	9.992104e-01	1.767935e-06	4.248179e-09	3.732049e-07	
