2  2.87973e+16	-2.031094e+00	2.067868e+00	1.245069e+01	9.659919e-01	2.138737e-09	0.000000e+00	2.100000e+01	1.530000e+00	1.490000e+06	8.200000e-01	2.000000e-01	2.880000e+02	7.000000e+03	1.500000e+01	1.900000e+01	1.485330e+03	1.000000e+00	1.770000e-06	1.612442e-01	2.326754e-02	
1  2.86205e+16	-1.469080e+01	-3.445569e+00	5.350147e+00	9.692100e-01	2.166843e-09	0.000000e+00	2.100000e+01	1.530000e+00	1.490000e+06	8.200000e-01	2.000000e-01	2.880000e+02	7.000000e+03	1.500000e+01	1.900000e+01	1.485330e+03	1.000000e+00	1.770000e-06	1.611802e-01	1.912234e-02	
1  2.8305e+16	-2.613775e+01	-1.611300e+01	1.461043e+01	9.638526e-01	2.165990e-09	0.000000e+00	2.100000e+01	1.530000e+00	1.490000e+06	8.200000e-01	2.000000e-01	2.880000e+02	7.000000e+03	1.500000e+01	1.900000e+01	1.485330e+03	1.000000e+00	1.770000e-06	1.602893e-01	1.901665e-02	
1  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	0.000000e+00	2.100000e+01	1.530000e+00	1.490000e+06	8.200000e-01	2.000000e-01	2.880000e+02	7.000000e+03	1.500000e+01	1.900000e+01	1.485330e+03	1.000000e+00	1.770000e-06	1.602427e-01	1.901113e-02	
1  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	2.819994e-10	2.100003e+01	1.530000e+00	1.490000e+06	8.190245e-01	1.961117e-01	2.872357e+02	7.000838e+03	1.499919e+01	1.897921e+01	1.481793e+03	1.000532e+00	1.769892e-06	1.602427e-01	1.901113e-02	
4  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	5.324239e-10	2.100007e+01	1.530004e+00	1.490000e+06	8.202560e-01	1.933985e-01	2.871097e+02	7.005530e+03	1.499956e+01	1.898563e+01	1.480482e+03	1.000996e+00	1.769950e-06	1.602427e-01	1.901113e-02	
1  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	-1.141691e-10	2.100003e+01	1.530005e+00	1.490000e+06	8.217711e-01	1.917197e-01	2.877201e+02	7.012420e+03	1.499997e+01	1.894869e+01	1.484545e+03	1.001043e+00	1.770284e-06	1.602427e-01	1.901113e-02	
5  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	-8.073498e-10	2.100006e+01	1.530007e+00	1.490000e+06	8.219343e-01	1.896248e-01	2.880602e+02	7.021767e+03	1.499948e+01	1.892839e+01	1.485672e+03	1.001218e+00	1.770141e-06	1.602427e-01	1.901113e-02	
2  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	-1.073383e-09	2.100008e+01	1.530008e+00	1.489999e+06	8.258458e-01	1.846872e-01	2.888084e+02	7.019674e+03	1.499828e+01	1.895785e+01	1.486954e+03	1.001483e+00	1.769914e-06	1.602427e-01	1.901113e-02	
1  2.82885e+16	-2.918162e+01	-1.981722e+01	2.643814e+00	9.635732e-01	2.119035e-09	-5.190984e-10	2.100006e+01	1.530011e+00	1.489999e+06	8.277083e-01	1.908316e-01	2.878931e+02	7.025408e+03	1.499872e+01	1.896260e+01	1.491185e+03	1.001397e+00	1.769446e-06	1.602427e-01	1.901113e-02	
