# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  592       3.097191193136e-10       4.008416402941e-14       2.024467379801e-15 
  593       3.085364284716e-10       3.984030561485e-14       2.056893337531e-15 
  594       3.073473543493e-10       3.959834442526e-14       2.089631915264e-15 
  595       3.061525649893e-10       3.935826260977e-14       2.122667377037e-15 
  596       3.049527372256e-10       3.912004173378e-14       2.155983756363e-15 
  597       3.037485567189e-10       3.888366277591e-14       2.189564855248e-15 
  598       3.025407179927e-10       3.864910612496e-14       2.223394243199e-15 
  599       3.013299244692e-10       3.841635157684e-14       2.257455256245e-15 
  600       3.001168885052e-10       3.818537833153e-14       2.291730995951e-15 
  601       2.989023314279e-10       3.795616499003e-14       2.326204328428e-15 
  602       2.976869835710e-10       3.772868955131e-14       2.360857883354e-15 
  603       2.964715843103e-10       3.750292940925e-14       2.395674052984e-15 
  604       2.952568820999e-10       3.727886134961e-14       2.430634991166e-15 
  605       2.940436345078e-10       3.705646154696e-14       2.465722612359e-15 
  606       2.928326082521e-10       3.683570556163e-14       2.500918590641e-15 
  607       2.916245792365e-10       3.661656833667e-14       2.536204358732e-15 
  608       2.904203325868e-10       3.639902419479e-14       2.571561107002e-15 
  609       2.892206626860e-10       3.618304683534e-14       2.606969782487e-15 
  610       2.880263732110e-10       3.596860933119e-14       2.642411087908e-15 
  611       2.868382051707e-10       3.575568811117e-14       2.677867539489e-15 
  612       2.856566190662e-10       3.554427501758e-14       2.713329696307e-15 
  613       2.844820076075e-10       3.533436553015e-14       2.748790077534e-15 
  614       2.833147672532e-10       3.512595480482e-14       2.784241116748e-15 
  615       2.821552982235e-10       3.491903767203e-14       2.819675161603e-15 
  616       2.810040045127e-10       3.471360863492e-14       2.855084473515e-15 
  617       2.798612939024e-10       3.450966186754e-14       2.890461227326e-15 
  618       2.787275779738e-10       3.430719121311e-14       2.925797510989e-15 
  619       2.776032721208e-10       3.410619018225e-14       2.961085325238e-15 
  620       2.764887955628e-10       3.390665195117e-14       2.996316583265e-15 
  621       2.753845713572e-10       3.370856935996e-14       3.031483110394e-15 
  622       2.742910264126e-10       3.351193491074e-14       3.066576643760e-15 
  623       2.732085915013e-10       3.331674076596e-14       3.101588831980e-15 
  624       2.721377012721e-10       3.312297874659e-14       3.136511234832e-15 
  625       2.710787942633e-10       3.293064033036e-14       3.171335322927e-15 
  626       2.700323129153e-10       3.273971664997e-14       3.206052477391e-15 
  627       2.689987035833e-10       3.255019849137e-14       3.240653989530e-15 
  628       2.679784165505e-10       3.236207629191e-14       3.275131060515e-15 
  629       2.669719060403e-10       3.217534013864e-14       3.309474801053e-15 
  630       2.659796302297e-10       3.198997976650e-14       3.343676231063e-15 
  631       2.650020512616e-10       3.180598455657e-14       3.377726279351e-15 
  632       2.640396352579e-10       3.162334353426e-14       3.411615783289e-15 
  633       2.630928523320e-10       3.144204536758e-14       3.445335488482e-15 
  634       2.621621766020e-10       3.126207836537e-14       3.478876048454e-15 
  635       2.612480862031e-10       3.108343047548e-14       3.512228024317e-15 
  636       2.603510633005e-10       3.090608928305e-14       3.545381884446e-15 
  637       2.594715941023e-10       3.073004200871e-14       3.578328004157e-15 
  638       2.586101688724e-10       3.055527550683e-14       3.611056665384e-15 
  639       2.577672819428e-10       3.038177626371e-14       3.643558056350e-15 
  640       2.569434317268e-10       3.020953039586e-14       3.675822271243e-15 
  641       2.561391207318e-10       3.003852364820e-14       3.707839309896e-15 
  642       2.553548555718e-10       2.986874139226e-14       3.739599077459e-15 
  643       2.545911469805e-10       2.970016862447e-14       3.771091384072e-15 
  644       2.538485098240e-10       2.953278996435e-14       3.802305944547e-15 
  645       2.531274631132e-10       2.936658965274e-14       3.833232378037e-15 
  646       2.524285300175e-10       2.920155155003e-14       3.863860207716e-15 
  647       2.517522378765e-10       2.903765913442e-14       3.894178860451e-15 
  648       2.510991182136e-10       2.887489550008e-14       3.924177666480e-15 
  649       2.504697067484e-10       2.871324335545e-14       3.953845859085e-15 
  650       2.498645434095e-10       2.855268502142e-14       3.983172574272e-15 
  651       2.492840866881e-10       2.839320497260e-14       4.012148946712e-15 
  652       2.487284545659e-10       2.823479752703e-14       4.040774449756e-15 
  653       2.481976778121e-10       2.807745932511e-14       4.069050696725e-15 
  654       2.476917851063e-10       2.792118680115e-14       4.096979357754e-15 
  655       2.472108030272e-10       2.776597618229e-14       4.124562160064e-15 
  656       2.467547560410e-10       2.761182348743e-14       4.151800888229e-15 
  657       2.463236664901e-10       2.745872452623e-14       4.178697384440e-15 
  658       2.459175545813e-10       2.730667489803e-14       4.205253548780e-15 
  659       2.455364383752e-10       2.715566999079e-14       4.231471339488e-15 
  660       2.451803337738e-10       2.700570498003e-14       4.257352773225e-15 
  661       2.448492545098e-10       2.685677482783e-14       4.282899925348e-15 
  662       2.445432121348e-10       2.670887428170e-14       4.308114930174e-15 
  663       2.442622160079e-10       2.656199787359e-14       4.332999981247e-15 
  664       2.440062732846e-10       2.641613991881e-14       4.357557331610e-15 
  665       2.437753889047e-10       2.627129451497e-14       4.381789294071e-15 
  666       2.435695655817e-10       2.612745554095e-14       4.405698241471e-15 
  667       2.433888037907e-10       2.598461665584e-14       4.429286606952e-15 
  668       2.432331017574e-10       2.584277129788e-14       4.452556884224e-15 
  669       2.431024554462e-10       2.570191268339e-14       4.475511627838e-15 
  670       2.429968585495e-10       2.556203380578e-14       4.498153453446e-15 
  671       2.429163024755e-10       2.542312743442e-14       4.520485038078e-15 
  672       2.428607763373e-10       2.528518611364e-14       4.542509120403e-15 
  673       2.428302669412e-10       2.514820216165e-14       4.564228501001e-15 
  674       2.428247587754e-10       2.501216766951e-14       4.585646042629e-15 
  675       2.428442339985e-10       2.487707450005e-14       4.606764670491e-15 
  676       2.428886724281e-10       2.474291428686e-14       4.627587372503e-15 
  677       2.429580515294e-10       2.460967843317e-14       4.648117199567e-15 
  678       2.430523464037e-10       2.447735811087e-14       4.668357265831e-15 
  679       2.431715297772e-10       2.434594425941e-14       4.688310748963e-15 
  680       2.433155719890e-10       2.421542758477e-14       4.707980890419e-15 
  681       2.434844409806e-10       2.408579855838e-14       4.727370995708e-15 
  682       2.436781022834e-10       2.395704741611e-14       4.746484434661e-15 
  683       2.438965190081e-10       2.382916415719e-14       4.765324641701e-15 
  684       2.441396518330e-10       2.370213854314e-14       4.783895116109e-15 
  685       2.444074589925e-10       2.357596009678e-14       4.802199422293e-15 
  686       2.446998962655e-10       2.345061810108e-14       4.820241190056e-15 
  687       2.450169169644e-10       2.332610159822e-14       4.838024114864e-15 
  688       2.453584719236e-10       2.320239938843e-14       4.855551958114e-15 
  689       2.457245094877e-10       2.307950002904e-14       4.872828547403e-15 
  690       2.461149755004e-10       2.295739183333e-14       4.889857776794e-15 
  691       2.465297691755e-10       2.283606448774e-14       4.906642229702e-15 
  692       2.469686097118e-10       2.271551394282e-14       4.923179015117e-15 
  693       2.474311668413e-10       2.259573762338e-14       4.939463844052e-15 
  694       2.479171046693e-10       2.247673281900e-14       4.955492398901e-15 
  695       2.484260816514e-10       2.235849668336e-14       4.971260333352e-15 
  696       2.489577505718e-10       2.224102623359e-14       4.986763272318e-15 
  697       2.495117585203e-10       2.212431834969e-14       5.001996811853e-15 
  698       2.500877468697e-10       2.200836977378e-14       5.016956519079e-15 
  699       2.506853512537e-10       2.189317710955e-14       5.031637932105e-15 
  700       2.513042015442e-10       2.177873682155e-14       5.046036559951e-15 
  701       2.519439218287e-10       2.166504523456e-14       5.060147882472e-15 
  702       2.526041303879e-10       2.155209853297e-14       5.073967350277e-15 
  703       2.532844396733e-10       2.143989276008e-14       5.087490384654e-15 
  704       2.539844562846e-10       2.132842381752e-14       5.100712377492e-15 
  705       2.547037809470e-10       2.121768746454e-14       5.113628691201e-15 
  706       2.554420084891e-10       2.110767931740e-14       5.126234658639e-15 
  707       2.561987278201e-10       2.099839484873e-14       5.138525583030e-15 
  708       2.569735219075e-10       2.088982938685e-14       5.150496737890e-15 
  709       2.577659677544e-10       2.078197811515e-14       5.162143366947e-15 
  710       2.585756363772e-10       2.067483607144e-14       5.173460684063e-15 
  711       2.594020927829e-10       2.056839814729e-14       5.184443873160e-15 
  712       2.602448959467e-10       2.046265908739e-14       5.195088088137e-15 
  713       2.611035987896e-10       2.035761348892e-14       5.205388452798e-15 
  714       2.619777481557e-10       2.025325580088e-14       5.215340060772e-15 
  715       2.628668847898e-10       2.014958032345e-14       5.224937975432e-15 
  716       2.637705433151e-10       2.004658120736e-14       5.234177229825e-15 
  717       2.646882522102e-10       1.994425245322e-14       5.243052826587e-15 
  718       2.656195337871e-10       1.984258791087e-14       5.251559737871e-15 
  719       2.665639041685e-10       1.974158127878e-14       5.259692905263e-15 
  720       2.675208732652e-10       1.964122610334e-14       5.267447239714e-15 
  721       2.684899447537e-10       1.954151577826e-14       5.274817621453e-15 
  722       2.694706160539e-10       1.944244354389e-14       5.281798899913e-15 
  723       2.704623783061e-10       1.934400248662e-14       5.288385893656e-15 
  724       2.714647163491e-10       1.924618553818e-14       5.294573390292e-15 
  725       2.724771086972e-10       1.914898547501e-14       5.300356146403e-15 
  726       2.734990275179e-10       1.905239491766e-14       5.305728887464e-15 
  727       2.745299386096e-10       1.895640633005e-14       5.310686307766e-15 
  728       2.755693013788e-10       1.886101201893e-14       5.315223070341e-15 
  729       2.766165688176e-10       1.876620413315e-14       5.319333806882e-15 
  730       2.776711874814e-10       1.867197466306e-14       5.323013117662e-15 
  731       2.787326179889e-10       1.857831652472e-14       5.326257152001e-15 
  732       2.798003970169e-10       1.848522683772e-14       5.329068384383e-15 
  733       2.808740764979e-10       1.839270371150e-14       5.331450933474e-15 
  734       2.819532031915e-10       1.830074516598e-14       5.333408990494e-15 
  735       2.830373186667e-10       1.820934913112e-14       5.334946819492e-15 
  736       2.841259592842e-10       1.811851344660e-14       5.336068757625e-15 
  737       2.852186561778e-10       1.802823586134e-14       5.336779215431e-15 
  738       2.863149352373e-10       1.793851403312e-14       5.337082677112e-15 
  739       2.874143170900e-10       1.784934552818e-14       5.336983700806e-15 
  740       2.885163170833e-10       1.776072782085e-14       5.336486918864e-15 
  741       2.896204452664e-10       1.767265829308e-14       5.335597038131e-15 
  742       2.907262063725e-10       1.758513423407e-14       5.334318840217e-15 
  743       2.918330998011e-10       1.749815283989e-14       5.332657181781e-15 
  744       2.929406195999e-10       1.741171121304e-14       5.330616994799e-15 
  745       2.940482544470e-10       1.732580636207e-14       5.328203286850e-15 
  746       2.951554876329e-10       1.724043520116e-14       5.325421141387e-15 
  747       2.962617970428e-10       1.715559454972e-14       5.322275718013e-15 
  748       2.973666551384e-10       1.707128113201e-14       5.318772252766e-15 
  749       2.984695289403e-10       1.698749157671e-14       5.314916058384e-15 
  750       2.995698800099e-10       1.690422241651e-14       5.310712524593e-15 
  751       3.006671644316e-10       1.682147008774e-14       5.306167118377e-15 
  752       3.017608327950e-10       1.673923092994e-14       5.301285384256e-15 
  753       3.028503301768e-10       1.665750118548e-14       5.296072944565e-15 
  754       3.039350961229e-10       1.657627699912e-14       5.290535499730e-15 
  755       3.050145646306e-10       1.649555441764e-14       5.284678828543e-15 
  756       3.060881641310e-10       1.641532938942e-14       5.278508788442e-15 
  757       3.071553174704e-10       1.633559776406e-14       5.272031315785e-15 
  758       3.082154418930e-10       1.625635529194e-14       5.265252426129e-15 
  759       3.092679490227e-10       1.617759762384e-14       5.258178214506e-15 
  760       3.103122448455e-10       1.609932031054e-14       5.250814855699e-15 
  761       3.113477296912e-10       1.602151880239e-14       5.243168604521e-15 
  762       3.123737982158e-10       1.594418844895e-14       5.235245796089e-15 
  763       3.133898393834e-10       1.586732449856e-14       5.227052846104e-15 
  764       3.143952364487e-10       1.579092209792e-14       5.218596251127e-15 
  765       3.153893669386e-10       1.571497629172e-14       5.209882588852e-15 
  766       3.163716026344e-10       1.563948202223e-14       5.200918518390e-15 
  767       3.173413095543e-10       1.556443412888e-14       5.191710780541e-15 
  768       3.182978479351e-10       1.548982734786e-14       5.182266198069e-15 
  769       3.192405722144e-10       1.541565631174e-14       5.172591675986e-15 
  770       3.201688310127e-10       1.534191554904e-14       5.162694201823e-15 
  771       3.210820326785e-10       1.526860020227e-14       5.152580018964e-15 
  772       3.219798433189e-10       1.519570819780e-14       5.142252128939e-15 
  773       3.228619924807e-10       1.512323811624e-14       5.131712742416e-15 
  774       3.237282079222e-10       1.505118847748e-14       5.120964101977e-15 
  775       3.245782156087e-10       1.497955774043e-14       5.110008482225e-15 
  776       3.254117397076e-10       1.490834430276e-14       5.098848189897e-15 
  777       3.262285025838e-10       1.483754650065e-14       5.087485563969e-15 
  778       3.270282247953e-10       1.476716260851e-14       5.075922975774e-15 
  779       3.278106250880e-10       1.469719083876e-14       5.064162829104e-15 
  780       3.285754203914e-10       1.462762934152e-14       5.052207560325e-15 
  781       3.293223258139e-10       1.455847620439e-14       5.040059638488e-15 
  782       3.300510546380e-10       1.448972945218e-14       5.027721565434e-15 
  783       3.307613183156e-10       1.442138704667e-14       5.015195875911e-15 
  784       3.314528264634e-10       1.435344688630e-14       5.002485137676e-15 
  785       3.321252868582e-10       1.428590680598e-14       4.989591951615e-15 
  786       3.327784054324e-10       1.421876457676e-14       4.976518951842e-15 
  787       3.334118862689e-10       1.415201790564e-14       4.963268805821e-15 
  788       3.340254315967e-10       1.408566443527e-14       4.949844214466e-15 
  789       3.346187417864e-10       1.401970174370e-14       4.936247912256e-15 
  790       3.351915153450e-10       1.395412734413e-14       4.922482667347e-15 
  791       3.357434489117e-10       1.388893868462e-14       4.908551281675e-15 
  792       3.362742372531e-10       1.382413314789e-14       4.894456591076e-15 
  793       3.367835732583e-10       1.375970805102e-14       4.880201465387e-15 
  794       3.372711479346e-10       1.369566064518e-14       4.865788808562e-15 
  795       3.377366504024e-10       1.363198811541e-14       4.851221558781e-15 
  796       3.381797678909e-10       1.356868758033e-14       4.836502688556e-15 
  797       3.386001857331e-10       1.350575609192e-14       4.821635204849e-15 
  798       3.389975873613e-10       1.344319063521e-14       4.806622149175e-15 
  799       3.393716543026e-10       1.338098812806e-14       4.791466597715e-15 
  800       3.397220661737e-10       1.331914542087e-14       4.776171661426e-15 
  801       3.400485006767e-10       1.325765929638e-14       4.760740486154e-15 
  802       3.403506335943e-10       1.319652646933e-14       4.745176252738e-15 
  803       3.406281387850e-10       1.313574358628e-14       4.729482177125e-15 
  804       3.408806881785e-10       1.307530722529e-14       4.713661510478e-15 
  805       3.411079517709e-10       1.301521389569e-14       4.697717539287e-15 
  806       3.413095976204e-10       1.295546003784e-14       4.681653585480e-15 
  807       3.414852918423e-10       1.289604202283e-14       4.665473006532e-15 
  808       3.416346986040e-10       1.283695615224e-14       4.649179195574e-15 
  809       3.417574801213e-10       1.277819865791e-14       4.632775581506e-15 
  810       3.418532966526e-10       1.271976570162e-14       4.616265629104e-15 
  811       3.419218741736e-10       1.266165386688e-14       4.599651981122e-15 
  812       3.419632087429e-10       1.260386164434e-14       4.582933867436e-15 
  813       3.419773658044e-10       1.254638797256e-14       4.566109649501e-15 
  814       3.419644128489e-10       1.248923174829e-14       4.549177674086e-15 
  815       3.419244194225e-10       1.243239182630e-14       4.532136273231e-15 
  816       3.418574571337e-10       1.237586701921e-14       4.514983764202e-15 
  817       3.417635996614e-10       1.231965609732e-14       4.497718449442e-15 
  818       3.416429227623e-10       1.226375778844e-14       4.480338616527e-15 
  819       3.414955042788e-10       1.220817077773e-14       4.462842538120e-15 
  820       3.413214241463e-10       1.215289370750e-14       4.445228471921e-15 
  821       3.411207644014e-10       1.209792517709e-14       4.427494660625e-15 
  822       3.408936091889e-10       1.204326374268e-14       4.409639331876e-15 
  823       3.406400447700e-10       1.198890791709e-14       4.391660698218e-15 
  824       3.403601595296e-10       1.193485616965e-14       4.373556957048e-15 
  825       3.400540439843e-10       1.188110692605e-14       4.355326290575e-15 
  826       3.397217907895e-10       1.182765856809e-14       4.336966865769e-15 
  827       3.393634947477e-10       1.177450943361e-14       4.318476834317e-15 
  828       3.389792528157e-10       1.172165781623e-14       4.299854332577e-15 
  829       3.385691641125e-10       1.166910196527e-14       4.281097481528e-15 
  830       3.381333299267e-10       1.161684008550e-14       4.262204386731e-15 
  831       3.376718537244e-10       1.156487033703e-14       4.243173138276e-15 
  832       3.371848411568e-10       1.151319083511e-14       4.224001810739e-15 
  833       3.366724000678e-10       1.146179964996e-14       4.204688463135e-15 
  834       3.361346405016e-10       1.141069480663e-14       4.185231138875e-15 
  835       3.355716747104e-10       1.135987428481e-14       4.165627865712e-15 
  836       3.349836171622e-10       1.130933601865e-14       4.145876655704e-15 
  837       3.343705845483e-10       1.125907789662e-14       4.125975505161e-15 
  838       3.337326957909e-10       1.120909776132e-14       4.105922394602e-15 
  839       3.330700720508e-10       1.115939340931e-14       4.085715288710e-15 
  840       3.323828367353e-10       1.110996259096e-14       4.065352136280e-15 
  841       3.316711155054e-10       1.106080301027e-14       4.044830870181e-15 
  842       3.309350362839e-10       1.101191232469e-14       4.024149407303e-15 
  843       3.301747292626e-10       1.096328814499e-14       4.003305648514e-15 
  844       3.293903269104e-10       1.091492803502e-14       3.982297478613e-15 
  845       3.285819639808e-10       1.086682951163e-14       3.961122766285e-15 
  846       3.277497775193e-10       1.081899004442e-14       3.939779364052e-15 
  847       3.268939068713e-10       1.077140705563e-14       3.918265108231e-15 
  848       3.260144936899e-10       1.072407791994e-14       3.896577818883e-15 
  849       3.251116819432e-10       1.067699996432e-14       3.874715299772e-15 
  850       3.241856179222e-10       1.063017046784e-14       3.852675338313e-15 
  851       3.232364797478e-10       1.058358700111e-14       3.830456880049e-15 
  852       3.222645664315e-10       1.053724845133e-14       3.808063574244e-15 
  853       3.212702103579e-10       1.049115401447e-14       3.785500289008e-15 
  854       3.202537479353e-10       1.044530285718e-14       3.762771942442e-15 
  855       3.192155196091e-10       1.039969411665e-14       3.739883502785e-15 
  856       3.181558698736e-10       1.035432690055e-14       3.716839988559e-15 
  857       3.170751472850e-10       1.030920028685e-14       3.693646468724e-15 
  858       3.159737044740e-10       1.026431332376e-14       3.670308062818e-15 
  859       3.148518981578e-10       1.021966502958e-14       3.646829941111e-15 
  860       3.137100891532e-10       1.017525439261e-14       3.623217324752e-15 
  861       3.125486423889e-10       1.013108037105e-14       3.599475485915e-15 
  862       3.113679269179e-10       1.008714189285e-14       3.575609747952e-15 
  863       3.101683159304e-10       1.004343785561e-14       3.551625485533e-15 
  864       3.089501867659e-10       9.999967126511e-15       3.527528124804e-15 
  865       3.077139209262e-10       9.956728542125e-15       3.503323143528e-15 
  866       3.064599040875e-10       9.913720908366e-15       3.479016071237e-15 
  867       3.051885261131e-10       9.870943000350e-15       3.454612489376e-15 
  868       3.039001810662e-10       9.828393562286e-15       3.430118031457e-15 
  869       3.025952672219e-10       9.786071307367e-15       3.405538383204e-15 
  870       3.012741870803e-10       9.743974917654e-15       3.380879282699e-15 
  871       2.999373473785e-10       9.702103043965e-15       3.356146520536e-15 
  872       2.985851591036e-10       9.660454305763e-15       3.331345939963e-15 
  873       2.972180375051e-10       9.619027291042e-15       3.306483437033e-15 
  874       2.958364021071e-10       9.577820556215e-15       3.281564960755e-15 
  875       2.944406767215e-10       9.536832626002e-15       3.256596513237e-15 
  876       2.930312894597e-10       9.496061993316e-15       3.231584149838e-15 
  877       2.916086727458e-10       9.455507119153e-15       3.206533979312e-15 
  878       2.901732633291e-10       9.415166432477e-15       3.181452163962e-15 
  879       2.887255022962e-10       9.375038330109e-15       3.156344919785e-15 
  880       2.872658350839e-10       9.335121176614e-15       3.131218516619e-15 
  881       2.857947114915e-10       9.295413304187e-15       3.106079278293e-15 
  882       2.843125856936e-10       9.255913012543e-15       3.080933582775e-15 
  883       2.828199162525e-10       9.216618568803e-15       3.055787862320e-15 
  884       2.813171661306e-10       9.177528207382e-15       3.030648603618e-15 
  885       2.798048027031e-10       9.138640129875e-15       3.005522347942e-15 
  886       2.782832977707e-10       9.099952504947e-15       2.980415691298e-15 
  887       2.767531275717e-10       9.061463468218e-15       2.955335284571e-15 
  888       2.752147727949e-10       9.023171122153e-15       2.930287833672e-15 
  889       2.736687185920e-10       8.985073535945e-15       2.905280099692e-15 
  890       2.721154545900e-10       8.947168745409e-15       2.880318899043e-15 
  891       2.705554544490e-10       8.909454992969e-15       2.855410209373e-15 
  892       2.689891141415e-10       8.871931452179e-15       2.830556470941e-15 
  893       2.674168126865e-10       8.834597514853e-15       2.805759241313e-15 
  894       2.658389325224e-10       8.797452551959e-15       2.781020085613e-15 
  895       2.642558595163e-10       8.760495913542e-15       2.756340576528e-15 
  896       2.626679829733e-10       8.723726928649e-15       2.731722294328e-15 
  897       2.610756956465e-10       8.687144905251e-15       2.707166826873e-15 
  898       2.594793937457e-10       8.650749130171e-15       2.682675769634e-15 
  899       2.578794769476e-10       8.614538869001e-15       2.658250725697e-15 
  900       2.562763484046e-10       8.578513366030e-15       2.633893305783e-15 
  901       2.546704147547e-10       8.542671844169e-15       2.609605128259e-15 
  902       2.530620861308e-10       8.507013504870e-15       2.585387819151e-15 
  903       2.514517761700e-10       8.471537528054e-15       2.561243012156e-15 
  904       2.498399020233e-10       8.436243072033e-15       2.537172348658e-15 
  905       2.482268843648e-10       8.401129273433e-15       2.513177477739e-15 
  906       2.466131474013e-10       8.366195247119e-15       2.489260056194e-15 
  907       2.449991188818e-10       8.331440086118e-15       2.465421748540e-15 
  908       2.433852301069e-10       8.296862861544e-15       2.441664227036e-15 
  909       2.417719159379e-10       8.262462622518e-15       2.417989171689e-15 
  910       2.401596148070e-10       8.228238396097e-15       2.394398270274e-15 
  911       2.385487687260e-10       8.194189187194e-15       2.370893218340e-15 
  912       2.369398232960e-10       8.160313978503e-15       2.347475719230e-15 
  913       2.353332277173e-10       8.126611730422e-15       2.324147484088e-15 
  914       2.337294347979e-10       8.093081380977e-15       2.300910231880e-15 
  915       2.321289009640e-10       8.059721845746e-15       2.277765689397e-15 
  916       2.305320862686e-10       8.026532017783e-15       2.254715591277e-15 
  917       2.289394544015e-10       7.993510767542e-15       2.231761680014e-15 
  918       2.273514726983e-10       7.960656942798e-15       2.208905705972e-15 
  919       2.257686121503e-10       7.927969368574e-15       2.186149427398e-15 
  920       2.241913474136e-10       7.895446847064e-15       2.163494610436e-15 
  921       2.226201568187e-10       7.863088157554e-15       2.140943029139e-15 
  922       2.210555223801e-10       7.830892056349e-15       2.118496465481e-15 
  923       2.194979298053e-10       7.798857276697e-15       2.096156709376e-15 
  924       2.179478685046e-10       7.766982528709e-15       2.073925558682e-15 
  925       2.164058316006e-10       7.735266499287e-15       2.051804819225e-15 
  926       2.148723159373e-10       7.703707852042e-15       2.029796304800e-15 
  927       2.133478220900e-10       7.672305227226e-15       2.007901837197e-15 
  928       2.118328543742e-10       7.641057241648e-15       1.986123246202e-15 
  929       2.103279208557e-10       7.609962488602e-15       1.964462369620e-15 
  930       2.088335333594e-10       7.579019537789e-15       1.942921053283e-15 
  931       2.073501549260e-10       7.548227103909e-15       1.921500702877e-15 
  932       2.058780412574e-10       7.517584555484e-15       1.900200931698e-15 
  933       2.044173968035e-10       7.487091413863e-15       1.879020891712e-15 
  934       2.029684270911e-10       7.456747185228e-15       1.857959719774e-15 
  935       2.015313387270e-10       7.426551360537e-15       1.837016537575e-15 
  936       2.001063393999e-10       7.396503415476e-15       1.816190451596e-15 
  937       1.986936378824e-10       7.366602810399e-15       1.795480553059e-15 
  938       1.972934440332e-10       7.336848990282e-15       1.774885917875e-15 
  939       1.959059687997e-10       7.307241384667e-15       1.754405606601e-15 
  940       1.945314242196e-10       7.277779407609e-15       1.734038664386e-15 
  941       1.931700234235e-10       7.248462457622e-15       1.713784120924e-15 
  942       1.918219806369e-10       7.219289917630e-15       1.693640990406e-15 
  943       1.904875111824e-10       7.190261154909e-15       1.673608271470e-15 
  944       1.891668314817e-10       7.161375521037e-15       1.653684947154e-15 
  945       1.878601590584e-10       7.132632351840e-15       1.633869984844e-15 
  946       1.865677125392e-10       7.104030967340e-15       1.614162336229e-15 
  947       1.852897116572e-10       7.075570671703e-15       1.594560937248e-15 
  948       1.840263772530e-10       7.047250753182e-15       1.575064708045e-15 
  949       1.827779312776e-10       7.019070484067e-15       1.555672552920e-15 
  950       1.815445967945e-10       6.991029120632e-15       1.536383360275e-15 
  951       1.803265979815e-10       6.963125903083e-15       1.517196002574e-15 
  952       1.791241601332e-10       6.935360055501e-15       1.498109336285e-15 
  953       1.779375096631e-10       6.907730785794e-15       1.479122201837e-15 
  954       1.767668741059e-10       6.880237285641e-15       1.460233423570e-15 
  955       1.756124821194e-10       6.852878730438e-15       1.441441809687e-15 
  956       1.744745634867e-10       6.825654279250e-15       1.422746152202e-15 
  957       1.733533491190e-10       6.798563074751e-15       1.404145226893e-15 
  958       1.722490710568e-10       6.771604243179e-15       1.385637793256e-15 
  959       1.711619624728e-10       6.744776894277e-15       1.367222594451e-15 
  960       1.700922576738e-10       6.718080121240e-15       1.348898357258e-15 
  961       1.690401921031e-10       6.691513000667e-15       1.330663792024e-15 
  962       1.680060023421e-10       6.665074592503e-15       1.312517592618e-15 
  963       1.669899261134e-10       6.638763939990e-15       1.294458436378e-15 
  964       1.659922022820e-10       6.612580069610e-15       1.276484984069e-15 
  965       1.650130708584e-10       6.586521991035e-15       1.258595879825e-15 
  966       1.640527729999e-10       6.560588697073e-15       1.240789751108e-15 
  967       1.631115510135e-10       6.534779163615e-15       1.223065208655e-15 
  968       1.621896483576e-10       6.509092349583e-15       1.205420846430e-15 
  969       1.612873096446e-10       6.483527196876e-15       1.187855241578e-15 
  970       1.604047806425e-10       6.458082630316e-15       1.170366954372e-15 
  971       1.595422578012e-10       6.432757681042e-15       1.152954955381e-15 
  972       1.586997359924e-10       6.407551858817e-15       1.135619914113e-15 
  973       1.578771584837e-10       6.382464785218e-15       1.118362929658e-15 
  974       1.570744672030e-10       6.357496070654e-15       1.101185105237e-15 
  975       1.562916027345e-10       6.332645314337e-15       1.084087548203e-15 
  976       1.555285043142e-10       6.307912104240e-15       1.067071370052e-15 
  977       1.547851098261e-10       6.283296017059e-15       1.050137686425e-15 
  978       1.540613557975e-10       6.258796618181e-15       1.033287617114e-15 
  979       1.533571773948e-10       6.234413461640e-15       1.016522286070e-15 
  980       1.526725084197e-10       6.210146090085e-15       9.998428214051e-16 
  981       1.520072813045e-10       6.185994034740e-15       9.832503553987e-16 
  982       1.513614271081e-10       6.161956815368e-15       9.667460245052e-16 
  983       1.507348755115e-10       6.138033940232e-15       9.503309693576e-16 
  984       1.501275548139e-10       6.114224906061e-15       9.340063347734e-16 
  985       1.495393919285e-10       6.090529198009e-15       9.177732697603e-16 
  986       1.489703123777e-10       6.066946289619e-15       9.016329275216e-16 
  987       1.484202402894e-10       6.043475642788e-15       8.855864654618e-16 
  988       1.478890983927e-10       6.020116707727e-15       8.696350451921e-16 
  989       1.473768080134e-10       5.996868922924e-15       8.537798325357e-16 
  990       1.468832890699e-10       5.973731715107e-15       8.380219975336e-16 
  991       1.464084600692e-10       5.950704499209e-15       8.223627144499e-16 
  992       1.459522381022e-10       5.927786678327e-15       8.068031617776e-16 
  993       1.455145388398e-10       5.904977643687e-15       7.913445222438e-16 
  994       1.450952765286e-10       5.882276774606e-15       7.759879828153e-16 
