# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  768       3.211417815841e-10       1.548982734786e-14       5.182266198069e-15 
  769       3.221711900696e-10       1.541565631174e-14       5.172591675986e-15 
  770       3.231857674156e-10       1.534191554904e-14       5.162694201823e-15 
  771       3.241848816692e-10       1.526860020227e-14       5.152580018964e-15 
  772       3.251681684653e-10       1.519570819780e-14       5.142252128939e-15 
  773       3.261353291625e-10       1.512323811624e-14       5.131712742416e-15 
  774       3.270860630826e-10       1.505118847748e-14       5.120964101977e-15 
  775       3.280200675052e-10       1.497955774043e-14       5.110008482225e-15 
  776       3.289370376618e-10       1.490834430276e-14       5.098848189897e-15 
  777       3.298366667310e-10       1.483754650065e-14       5.087485563969e-15 
  778       3.307186458326e-10       1.476716260851e-14       5.075922975774e-15 
  779       3.315826640223e-10       1.469719083876e-14       5.064162829104e-15 
  780       3.324284082867e-10       1.462762934152e-14       5.052207560325e-15 
  781       3.332555635369e-10       1.455847620439e-14       5.040059638488e-15 
  782       3.340638126042e-10       1.448972945218e-14       5.027721565434e-15 
  783       3.348528362339e-10       1.442138704667e-14       5.015195875911e-15 
  784       3.356223130801e-10       1.435344688630e-14       5.002485137676e-15 
  785       3.363719197003e-10       1.428590680598e-14       4.989591951615e-15 
  786       3.371013305501e-10       1.421876457676e-14       4.976518951842e-15 
  787       3.378102179774e-10       1.415201790564e-14       4.963268805821e-15 
  788       3.384982522175e-10       1.408566443527e-14       4.949844214466e-15 
  789       3.391651013871e-10       1.401970174370e-14       4.936247912256e-15 
  790       3.398104314793e-10       1.395412734413e-14       4.922482667347e-15 
  791       3.404339063580e-10       1.388893868462e-14       4.908551281675e-15 
  792       3.410351877525e-10       1.382413314789e-14       4.894456591076e-15 
  793       3.416139352521e-10       1.375970805102e-14       4.880201465387e-15 
  794       3.421698063006e-10       1.369566064518e-14       4.865788808562e-15 
  795       3.427024561910e-10       1.363198811541e-14       4.851221558781e-15 
  796       3.432115380599e-10       1.356868758033e-14       4.836502688556e-15 
  797       3.436967028823e-10       1.350575609192e-14       4.821635204849e-15 
  798       3.441575994658e-10       1.344319063521e-14       4.806622149175e-15 
  799       3.445938744457e-10       1.338098812806e-14       4.791466597715e-15 
  800       3.450051722792e-10       1.331914542087e-14       4.776171661426e-15 
  801       3.453911352399e-10       1.325765929638e-14       4.760740486154e-15 
  802       3.457514034127e-10       1.319652646933e-14       4.745176252738e-15 
  803       3.460856146881e-10       1.313574358628e-14       4.729482177125e-15 
  804       3.463934047571e-10       1.307530722529e-14       4.713661510478e-15 
  805       3.466744071053e-10       1.301521389569e-14       4.697717539287e-15 
  806       3.469282530078e-10       1.295546003784e-14       4.681653585480e-15 
  807       3.471545715238e-10       1.289604202283e-14       4.665473006532e-15 
  808       3.473529894910e-10       1.283695615224e-14       4.649179195574e-15 
  809       3.475231315202e-10       1.277819865791e-14       4.632775581506e-15 
  810       3.476646199901e-10       1.271976570162e-14       4.616265629104e-15 
  811       3.477771478072e-10       1.266165386688e-14       4.599651981122e-15 
  812       3.478606981337e-10       1.260386164434e-14       4.582933867436e-15 
  813       3.479153286028e-10       1.254638797256e-14       4.566109649501e-15 
  814       3.479410989188e-10       1.248923174829e-14       4.549177674086e-15 
  815       3.479380708655e-10       1.243239182630e-14       4.532136273231e-15 
  816       3.479063083133e-10       1.237586701921e-14       4.514983764202e-15 
  817       3.478458772277e-10       1.231965609732e-14       4.497718449442e-15 
  818       3.477568456767e-10       1.226375778844e-14       4.480338616527e-15 
  819       3.476392838387e-10       1.220817077773e-14       4.462842538120e-15 
  820       3.474932640105e-10       1.215289370750e-14       4.445228471921e-15 
  821       3.473188606152e-10       1.209792517709e-14       4.427494660625e-15 
  822       3.471161502094e-10       1.204326374268e-14       4.409639331876e-15 
  823       3.468852114921e-10       1.198890791709e-14       4.391660698218e-15 
  824       3.466261253115e-10       1.193485616965e-14       4.373556957048e-15 
  825       3.463389746734e-10       1.188110692605e-14       4.355326290575e-15 
  826       3.460238447489e-10       1.182765856809e-14       4.336966865769e-15 
  827       3.456808228823e-10       1.177450943361e-14       4.318476834317e-15 
  828       3.453099985988e-10       1.172165781623e-14       4.299854332577e-15 
  829       3.449114636124e-10       1.166910196527e-14       4.281097481528e-15 
  830       3.444853118337e-10       1.161684008550e-14       4.262204386731e-15 
  831       3.440316393780e-10       1.156487033703e-14       4.243173138276e-15 
  832       3.435505445726e-10       1.151319083511e-14       4.224001810739e-15 
  833       3.430421279650e-10       1.146179964996e-14       4.204688463135e-15 
  834       3.425064923307e-10       1.141069480663e-14       4.185231138875e-15 
  835       3.419437426812e-10       1.135987428481e-14       4.165627865712e-15 
  836       3.413539862713e-10       1.130933601865e-14       4.145876655704e-15 
  837       3.407373326074e-10       1.125907789662e-14       4.125975505161e-15 
  838       3.400938934554e-10       1.120909776132e-14       4.105922394602e-15 
  839       3.394237828479e-10       1.115939340931e-14       4.085715288710e-15 
  840       3.387271170928e-10       1.110996259096e-14       4.065352136280e-15 
  841       3.380040147808e-10       1.106080301027e-14       4.044830870181e-15 
  842       3.372545967930e-10       1.101191232469e-14       4.024149407303e-15 
  843       3.364789863091e-10       1.096328814499e-14       4.003305648514e-15 
  844       3.356773088153e-10       1.091492803502e-14       3.982297478613e-15 
  845       3.348496921114e-10       1.086682951163e-14       3.961122766285e-15 
  846       3.339962663198e-10       1.081899004442e-14       3.939779364052e-15 
  847       3.331171638921e-10       1.077140705563e-14       3.918265108231e-15 
  848       3.322125196180e-10       1.072407791994e-14       3.896577818883e-15 
  849       3.312824706324e-10       1.067699996432e-14       3.874715299772e-15 
  850       3.303271564235e-10       1.063017046784e-14       3.852675338313e-15 
  851       3.293467526110e-10       1.058358700111e-14       3.830456880049e-15 
  852       3.283415728987e-10       1.053724845133e-14       3.808063574244e-15 
  853       3.273119688863e-10       1.049115401447e-14       3.785500289008e-15 
  854       3.262582964704e-10       1.044530285718e-14       3.762771942442e-15 
  855       3.251809158585e-10       1.039969411665e-14       3.739883502785e-15 
  856       3.240801915820e-10       1.035432690055e-14       3.716839988559e-15 
  857       3.229564925099e-10       1.030920028685e-14       3.693646468724e-15 
  858       3.218101918621e-10       1.026431332376e-14       3.670308062818e-15 
  859       3.206416672227e-10       1.021966502958e-14       3.646829941111e-15 
  860       3.194513005538e-10       1.017525439261e-14       3.623217324752e-15 
  861       3.182394782086e-10       1.013108037105e-14       3.599475485915e-15 
  862       3.170065909448e-10       1.008714189285e-14       3.575609747952e-15 
  863       3.157530339381e-10       1.004343785561e-14       3.551625485533e-15 
  864       3.144792067960e-10       9.999967126511e-15       3.527528124804e-15 
  865       3.131855135704e-10       9.956728542125e-15       3.503323143528e-15 
  866       3.118723627719e-10       9.913720908366e-15       3.479016071237e-15 
  867       3.105401673825e-10       9.870943000350e-15       3.454612489376e-15 
  868       3.091893448695e-10       9.828393562286e-15       3.430118031457e-15 
  869       3.078203171988e-10       9.786071307367e-15       3.405538383204e-15 
  870       3.064335108481e-10       9.743974917654e-15       3.380879282699e-15 
  871       3.050293568208e-10       9.702103043965e-15       3.356146520536e-15 
  872       3.036082906588e-10       9.660454305763e-15       3.331345939963e-15 
  873       3.021707524565e-10       9.619027291042e-15       3.306483437033e-15 
  874       3.007171868738e-10       9.577820556215e-15       3.281564960755e-15 
  875       2.992480431498e-10       9.536832626002e-15       3.256596513237e-15 
  876       2.977637751160e-10       9.496061993316e-15       3.231584149838e-15 
  877       2.962648412101e-10       9.455507119153e-15       3.206533979312e-15 
  878       2.947517044888e-10       9.415166432477e-15       3.181452163962e-15 
  879       2.932248326419e-10       9.375038330109e-15       3.156344919785e-15 
  880       2.916846980052e-10       9.335121176614e-15       3.131218516619e-15 
  881       2.901317775742e-10       9.295413304187e-15       3.106079278293e-15 
  882       2.885665530174e-10       9.255913012543e-15       3.080933582775e-15 
  883       2.869895106898e-10       9.216618568803e-15       3.055787862320e-15 
  884       2.854011416464e-10       9.177528207382e-15       3.030648603618e-15 
  885       2.838019416554e-10       9.138640129875e-15       3.005522347942e-15 
  886       2.821924112117e-10       9.099952504947e-15       2.980415691298e-15 
  887       2.805730555504e-10       9.061463468218e-15       2.955335284571e-15 
  888       2.789443846603e-10       9.023171122153e-15       2.930287833672e-15 
  889       2.773069132969e-10       8.985073535945e-15       2.905280099692e-15 
  890       2.756611609966e-10       8.947168745409e-15       2.880318899043e-15 
  891       2.740076322902e-10       8.909454992969e-15       2.855410209373e-15 
  892       2.723467569650e-10       8.871931452179e-15       2.830556470941e-15 
  893       2.706789488507e-10       8.834597514853e-15       2.805759241313e-15 
  894       2.690046255405e-10       8.797452551959e-15       2.781020085613e-15 
  895       2.673242084013e-10       8.760495913542e-15       2.756340576528e-15 
  896       2.656381225842e-10       8.723726928649e-15       2.731722294328e-15 
  897       2.639467970349e-10       8.687144905251e-15       2.707166826873e-15 
  898       2.622506645042e-10       8.650749130171e-15       2.682675769634e-15 
  899       2.605501615582e-10       8.614538869001e-15       2.658250725697e-15 
  900       2.588457285891e-10       8.578513366030e-15       2.633893305783e-15 
  901       2.571378098255e-10       8.542671844169e-15       2.609605128259e-15 
  902       2.554268533427e-10       8.507013504870e-15       2.585387819151e-15 
  903       2.537133110730e-10       8.471537528054e-15       2.561243012156e-15 
  904       2.519976388168e-10       8.436243072033e-15       2.537172348658e-15 
  905       2.502802962521e-10       8.401129273433e-15       2.513177477739e-15 
  906       2.485617469459e-10       8.366195247119e-15       2.489260056194e-15 
  907       2.468424583636e-10       8.331440086118e-15       2.465421748540e-15 
  908       2.451229018805e-10       8.296862861544e-15       2.441664227036e-15 
  909       2.434035527913e-10       8.262462622518e-15       2.417989171689e-15 
  910       2.416848903213e-10       8.228238396097e-15       2.394398270274e-15 
  911       2.399673976361e-10       8.194189187194e-15       2.370893218340e-15 
  912       2.382515618528e-10       8.160313978503e-15       2.347475719230e-15 
  913       2.365378740497e-10       8.126611730422e-15       2.324147484088e-15 
  914       2.348268292773e-10       8.093081380977e-15       2.300910231880e-15 
  915       2.331189265684e-10       8.059721845746e-15       2.277765689397e-15 
  916       2.314146689487e-10       8.026532017783e-15       2.254715591277e-15 
  917       2.297145634471e-10       7.993510767542e-15       2.231761680014e-15 
  918       2.280191211063e-10       7.960656942798e-15       2.208905705972e-15 
  919       2.263288569931e-10       7.927969368574e-15       2.186149427398e-15 
  920       2.246442902088e-10       7.895446847064e-15       2.163494610436e-15 
  921       2.229659438998e-10       7.863088157554e-15       2.140943029139e-15 
  922       2.212943452679e-10       7.830892056349e-15       2.118496465481e-15 
  923       2.196300255808e-10       7.798857276697e-15       2.096156709376e-15 
  924       2.179735201823e-10       7.766982528709e-15       2.073925558682e-15 
  925       2.163253685034e-10       7.735266499287e-15       2.051804819225e-15 
  926       2.146861140717e-10       7.703707852042e-15       2.029796304800e-15 
  927       2.130563045228e-10       7.672305227226e-15       2.007901837197e-15 
  928       2.114364916103e-10       7.641057241648e-15       1.986123246202e-15 
  929       2.098272312160e-10       7.609962488602e-15       1.964462369620e-15 
  930       2.082290833608e-10       7.579019537789e-15       1.942921053283e-15 
  931       2.066425560985e-10       7.548227103909e-15       1.921500702877e-15 
  932       2.050679362124e-10       7.517584555484e-15       1.900200931698e-15 
  933       2.035054558837e-10       7.487091413863e-15       1.879020891712e-15 
  934       2.019553485705e-10       7.456747185228e-15       1.857959719774e-15 
  935       2.004178490098e-10       7.426551360537e-15       1.837016537575e-15 
  936       1.988931932207e-10       7.396503415476e-15       1.816190451596e-15 
  937       1.973816185068e-10       7.366602810399e-15       1.795480553059e-15 
  938       1.958833634588e-10       7.336848990282e-15       1.774885917875e-15 
  939       1.943986679574e-10       7.307241384667e-15       1.754405606601e-15 
  940       1.929277731760e-10       7.277779407609e-15       1.734038664386e-15 
  941       1.914709215830e-10       7.248462457622e-15       1.713784120924e-15 
  942       1.900283569449e-10       7.219289917630e-15       1.693640990406e-15 
  943       1.886003243287e-10       7.190261154909e-15       1.673608271470e-15 
  944       1.871870701047e-10       7.161375521037e-15       1.653684947154e-15 
  945       1.857888419492e-10       7.132632351840e-15       1.633869984844e-15 
  946       1.844058888469e-10       7.104030967340e-15       1.614162336229e-15 
  947       1.830384610940e-10       7.075570671703e-15       1.594560937248e-15 
  948       1.816868103005e-10       7.047250753182e-15       1.575064708045e-15 
  949       1.803511893931e-10       7.019070484067e-15       1.555672552920e-15 
  950       1.790318526178e-10       6.991029120632e-15       1.536383360275e-15 
  951       1.777290555424e-10       6.963125903083e-15       1.517196002574e-15 
  952       1.764430550597e-10       6.935360055501e-15       1.498109336285e-15 
  953       1.751741093893e-10       6.907730785794e-15       1.479122201837e-15 
  954       1.739224780813e-10       6.880237285641e-15       1.460233423570e-15 
  955       1.726884220181e-10       6.852878730438e-15       1.441441809687e-15 
  956       1.714722034176e-10       6.825654279250e-15       1.422746152202e-15 
  957       1.702740858355e-10       6.798563074751e-15       1.404145226893e-15 
  958       1.690943341685e-10       6.771604243179e-15       1.385637793256e-15 
  959       1.679332146562e-10       6.744776894277e-15       1.367222594451e-15 
  960       1.667909948846e-10       6.718080121240e-15       1.348898357258e-15 
  961       1.656679437883e-10       6.691513000667e-15       1.330663792024e-15 
  962       1.645643316531e-10       6.665074592503e-15       1.312517592618e-15 
  963       1.634804301188e-10       6.638763939990e-15       1.294458436378e-15 
  964       1.624165121823e-10       6.612580069610e-15       1.276484984069e-15 
  965       1.613728521994e-10       6.586521991035e-15       1.258595879825e-15 
  966       1.603497258882e-10       6.560588697073e-15       1.240789751108e-15 
  967       1.593474103314e-10       6.534779163615e-15       1.223065208655e-15 
  968       1.583661839792e-10       6.509092349583e-15       1.205420846430e-15 
  969       1.574063266518e-10       6.483527196876e-15       1.187855241578e-15 
  970       1.564681195421e-10       6.458082630316e-15       1.170366954372e-15 
  971       1.555517892334e-10       6.432757681042e-15       1.152954955381e-15 
  972       1.546573388244e-10       6.407551858817e-15       1.135619914113e-15 
  973       1.537847142693e-10       6.382464785218e-15       1.118362929658e-15 
  974       1.529338601284e-10       6.357496070654e-15       1.101185105237e-15 
  975       1.521047195633e-10       6.332645314337e-15       1.084087548203e-15 
  976       1.512972343326e-10       6.307912104240e-15       1.067071370052e-15 
  977       1.505113447877e-10       6.283296017059e-15       1.050137686425e-15 
  978       1.497469898678e-10       6.258796618181e-15       1.033287617114e-15 
  979       1.490041070961e-10       6.234413461640e-15       1.016522286070e-15 
  980       1.482826325748e-10       6.210146090085e-15       9.998428214051e-16 
  981       1.475825009810e-10       6.185994034740e-15       9.832503553987e-16 
  982       1.469036455622e-10       6.161956815368e-15       9.667460245052e-16 
  983       1.462459981316e-10       6.138033940232e-15       9.503309693576e-16 
  984       1.456094890641e-10       6.114224906061e-15       9.340063347734e-16 
  985       1.449940472914e-10       6.090529198009e-15       9.177732697603e-16 
  986       1.443996002978e-10       6.066946289619e-15       9.016329275216e-16 
  987       1.438260741159e-10       6.043475642788e-15       8.855864654618e-16 
  988       1.432733933216e-10       6.020116707727e-15       8.696350451921e-16 
  989       1.427414810305e-10       5.996868922924e-15       8.537798325357e-16 
  990       1.422302588924e-10       5.973731715107e-15       8.380219975336e-16 
  991       1.417396470880e-10       5.950704499209e-15       8.223627144499e-16 
  992       1.412695643235e-10       5.927786678327e-15       8.068031617776e-16 
  993       1.408199278267e-10       5.904977643687e-15       7.913445222438e-16 
  994       1.403906533423e-10       5.882276774606e-15       7.759879828153e-16 
  995       1.399816551276e-10       5.859683438456e-15       7.607347347043e-16 
  996       1.395928459480e-10       5.837196990624e-15       7.455859733736e-16 
  997       1.392241370725e-10       5.814816774478e-15       7.305428985425e-16 
  998       1.388754382694e-10       5.792542121328e-15       7.156067141918e-16 
  999       1.385466578015e-10       5.770372350387e-15       7.007786285699e-16 
 1000       1.382377024224e-10       5.748306768738e-15       6.860598541978e-16 
 1001       1.379484773710e-10       5.726344671292e-15       6.714516078751e-16 
 1002       1.376788863680e-10       5.704485340757e-15       6.569551106850e-16 
 1003       1.374288316111e-10       5.682728047591e-15       6.425715880001e-16 
 1004       1.371982137701e-10       5.661072049976e-15       6.283022694881e-16 
 1005       1.369869319834e-10       5.639516593773e-15       6.141483891169e-16 
 1006       1.367948838527e-10       5.618060912485e-15       6.001111851603e-16 
 1007       1.366219654390e-10       5.596704227226e-15       5.861919002037e-16 
 1008       1.364680712581e-10       5.575445746675e-15       5.723917811492e-16 
 1009       1.363330942759e-10       5.554284667047e-15       5.587120792216e-16 
 1010       1.362169259044e-10       5.533220172049e-15       5.451540499735e-16 
 1011       1.361194311905e-10       5.512251525963e-15       5.317189452795e-16 
 1012       1.360403739999e-10       5.491378354427e-15       5.184079891813e-16 
 1013       1.359794907438e-10       5.470600367634e-15       5.052224017041e-16 
 1014       1.359365150794e-10       5.449917267562e-15       4.921634068419e-16 
 1015       1.359111779028e-10       5.429328747941e-15       4.792322325613e-16 
 1016       1.359032073418e-10       5.408834494232e-15       4.664301108067e-16 
 1017       1.359123287483e-10       5.388434183600e-15       4.537582775042e-16 
 1018       1.359382646909e-10       5.368127484886e-15       4.412179725668e-16 
 1019       1.359807349478e-10       5.347914058579e-15       4.288104398987e-16 
 1020       1.360394564992e-10       5.327793556796e-15       4.165369273998e-16 
 1021       1.361141435202e-10       5.307765623248e-15       4.043986869704e-16 
 1022       1.362045073732e-10       5.287829893220e-15       3.923969745159e-16 
 1023       1.363102566006e-10       5.267985993539e-15       3.805330499509e-16 
 1024       1.364310969175e-10       5.248233542553e-15       3.688081772044e-16 
 1025       1.365667312044e-10       5.228572150102e-15       3.572236242238e-16 
 1026       1.367168594998e-10       5.209001417490e-15       3.457806629800e-16 
 1027       1.368811789926e-10       5.189520937462e-15       3.344805694716e-16 
 1028       1.370593840152e-10       5.170130294176e-15       3.233246237294e-16 
 1029       1.372511660359e-10       5.150829063176e-15       3.123141098215e-16 
 1030       1.374562136512e-10       5.131616811368e-15       3.014503158573e-16 
 1031       1.376742125793e-10       5.112493096991e-15       2.907345339924e-16 
 1032       1.379048456520e-10       5.093457469591e-15       2.801680604330e-16 
 1033       1.381477928074e-10       5.074509469997e-15       2.697521954408e-16 
 1034       1.384027310830e-10       5.055648630292e-15       2.594882433371e-16 
 1035       1.386693346080e-10       5.036874473788e-15       2.493775125076e-16 
 1036       1.389472745960e-10       5.018186515000e-15       2.394213154072e-16 
 1037       1.392362193376e-10       4.999584259617e-15       2.296209685641e-16 
 1038       1.395358341932e-10       4.981067204480e-15       2.199777925848e-16 
 1039       1.398457815855e-10       4.962634837552e-15       2.104931121585e-16 
 1040       1.401657209921e-10       4.944286637893e-15       2.011682560616e-16 
 1041       1.404953089386e-10       4.926022075635e-15       1.920045571624e-16 
 1042       1.408341989903e-10       4.907840611952e-15       1.830033524257e-16 
 1043       1.411820417460e-10       4.889741699037e-15       1.741659829172e-16 
 1044       1.415384848296e-10       4.871724780075e-15       1.654937938082e-16 
 1045       1.419031728836e-10       4.853789289215e-15       1.569881343803e-16 
 1046       1.422757475612e-10       4.835934651547e-15       1.486503580295e-16 
 1047       1.426558475189e-10       4.818160283071e-15       1.404818222714e-16 
 1048       1.430431084097e-10       4.800465590674e-15       1.324838887455e-16 
 1049       1.434371628752e-10       4.782849972105e-15       1.246579232195e-16 
 1050       1.438376405385e-10       4.765312815942e-15       1.170052955943e-16 
 1051       1.442441836502e-10       4.747853565630e-15       1.095268264982e-16 
 1052       1.446564942801e-10       4.730471912586e-15       1.022211186357e-16 
 1053       1.450742877668e-10       4.713167605724e-15       9.508620225264e-17 
 1054       1.454972771185e-10       4.695940387621e-15       8.812008638715e-17 
 1055       1.459251730069e-10       4.678789994496e-15       8.132075881454e-17 
 1056       1.463576837615e-10       4.661716156193e-15       7.468618599167e-17 
 1057       1.467945153644e-10       4.644718596164e-15       6.821431300151e-17 
 1058       1.472353714442e-10       4.627797031442e-15       6.190306349761e-17 
 1059       1.476799532707e-10       4.610951172629e-15       5.575033964862e-17 
 1060       1.481279597488e-10       4.594180723875e-15       4.975402208285e-17 
 1061       1.485790874134e-10       4.577485382854e-15       4.391196983269e-17 
 1062       1.490330304231e-10       4.560864840751e-15       3.822202027922e-17 
 1063       1.494894805553e-10       4.544318782239e-15       3.268198909664e-17 
 1064       1.499481271998e-10       4.527846885458e-15       2.728967019684e-17 
 1065       1.504086573535e-10       4.511448822002e-15       2.204283567386e-17 
 1066       1.508707556150e-10       4.495124256891e-15       1.693923574846e-17 
 1067       1.513341041784e-10       4.478872848560e-15       1.197659871256e-17 
 1068       1.517983828279e-10       4.462694248834e-15       7.152630873821e-18 
 1069       1.522632689324e-10       4.446588102909e-15       2.465016500110e-18 
 1070       1.527284374392e-10       4.430554049335e-15      -2.088582235972e-18 
 1071       1.531935608692e-10       4.414591719997e-15      -6.510525312581e-18 
 1072       1.536583093103e-10       4.398700740093e-15      -1.080319491412e-17 
 1073       1.541223504126e-10       4.382880728114e-15      -1.496899548673e-17 
 1074       1.545853493822e-10       4.367131295828e-15      -1.901035379377e-17 
 1075       1.550469689757e-10       4.351452048258e-15      -2.292971897131e-17 
 1076       1.555068694946e-10       4.335842583666e-15      -2.672956258364e-17 
 1077       1.559647087796e-10       4.320302493528e-15      -3.041237867873e-17 
 1078       1.564201422049e-10       4.304831362519e-15      -3.398068384371e-17 
 1079       1.568728226726e-10       4.289428768493e-15      -3.743701726042e-17 
 1080       1.573224006070e-10       4.274094282461e-15      -4.078394076082e-17 
 1081       1.577685239490e-10       4.258827468575e-15      -4.402403888254e-17 
 1082       1.582108381504e-10       4.243627884107e-15      -4.715991892434e-17 
 1083       1.586489861683e-10       4.228495079429e-15      -5.019421100159e-17 
 1084       1.590826084593e-10       4.213428597996e-15      -5.312956810181e-17 
 1085       1.595113429740e-10       4.198427976323e-15      -5.596866614007e-17 
 1086       1.599348251513e-10       4.183492743968e-15      -5.871420401459e-17 
 1087       1.603526879127e-10       4.168622423513e-15      -6.136890366211e-17 
 1088       1.607645616567e-10       4.153816530543e-15      -6.393551011350e-17 
 1089       1.611700742530e-10       4.139074573627e-15      -6.641679154914e-17 
 1090       1.615688510371e-10       4.124396054300e-15      -6.881553935448e-17 
 1091       1.619605556218e-10       4.109780521961e-15      -7.113420879138e-17 
 1092       1.623450129421e-10       4.095227739417e-15      -7.337383563078e-17 
 1093       1.627220878468e-10       4.080737519517e-15      -7.553510512075e-17 
 1094       1.630916444295e-10       4.066309670422e-15      -7.761871007411e-17 
 1095       1.634535460269e-10       4.051943995591e-15      -7.962535088771e-17 
 1096       1.638076552171e-10       4.037640293767e-15      -8.155573556174e-17 
 1097       1.641538338181e-10       4.023398358961e-15      -8.341057971897e-17 
 1098       1.644919428864e-10       4.009217980440e-15      -8.519060662411e-17 
 1099       1.648218427155e-10       3.995098942716e-15      -8.689654720302e-17 
 1100       1.651433928339e-10       3.981041025525e-15      -8.852914006209e-17 
 1101       1.654564520042e-10       3.967044003821e-15      -9.008913150745e-17 
 1102       1.657608782210e-10       3.953107647754e-15      -9.157727556430e-17 
 1103       1.660565287098e-10       3.939231722666e-15      -9.299433399619e-17 
 1104       1.663432599251e-10       3.925415989068e-15      -9.434107632434e-17 
 1105       1.666209275490e-10       3.911660202629e-15      -9.561827984686e-17 
 1106       1.668893864897e-10       3.897964114167e-15      -9.682672965813e-17 
 1107       1.671484908799e-10       3.884327469627e-15      -9.796721866802e-17 
 1108       1.673980940753e-10       3.870750010074e-15      -9.904054762120e-17 
 1109       1.676380486529e-10       3.857231471675e-15      -1.000475251164e-16 
 1110       1.678682064097e-10       3.843771585687e-15      -1.009889676259e-16 
 1111       1.680884183609e-10       3.830370078441e-15      -1.018656995145e-16 
 1112       1.682985347386e-10       3.817026671333e-15      -1.026785530589e-16 
 1113       1.684984049901e-10       3.803741080804e-15      -1.034283684672e-16 
 1114       1.686878777763e-10       3.790513018330e-15      -1.041159938980e-16 
 1115       1.688668009703e-10       3.777342190408e-15      -1.047422854799e-16 
 1116       1.690350216559e-10       3.764228298540e-15      -1.053081073302e-16 
 1117       1.691923861259e-10       3.751171039221e-15      -1.058143315751e-16 
 1118       1.693387398804e-10       3.738170103924e-15      -1.062618383682e-16 
 1119       1.694739276257e-10       3.725225179088e-15      -1.066515159102e-16 
 1120       1.695977932725e-10       3.712335946102e-15      -1.069842604680e-16 
 1121       1.697101799342e-10       3.699502081291e-15      -1.072609763943e-16 
 1122       1.698109299258e-10       3.686723255905e-15      -1.074825761465e-16 
 1123       1.698998847618e-10       3.673999136103e-15      -1.076499803061e-16 
 1124       1.699768851552e-10       3.661329382937e-15      -1.077641175982e-16 
 1125       1.700417710153e-10       3.648713652343e-15      -1.078259249105e-16 
 1126       1.700943814470e-10       3.636151595125e-15      -1.078363473129e-16 
 1127       1.701345547485e-10       3.623642856938e-15      -1.077963380764e-16 
 1128       1.701621284102e-10       3.611187078279e-15      -1.077068586928e-16 
 1129       1.701769391129e-10       3.598783894471e-15      -1.075688788938e-16 
 1130       1.701788227263e-10       3.586432935648e-15      -1.073833766701e-16 
 1131       1.701676532235e-10       3.574133862720e-15      -1.071510116436e-16 
 1132       1.701434599766e-10       3.561886475794e-15      -1.068711405227e-16 
 1133       1.701063119734e-10       3.549690607124e-15      -1.065427889641e-16 
 1134       1.700562790413e-10       3.537546085255e-15      -1.061649770546e-16 
 1135       1.699934318490e-10       3.525452735006e-15      -1.057367193004e-16 
 1136       1.699178419092e-10       3.513410377467e-15      -1.052570246155e-16 
 1137       1.698295815802e-10       3.501418829982e-15      -1.047248963103e-16 
 1138       1.697287240682e-10       3.489477906143e-15      -1.041393320803e-16 
 1139       1.696153434295e-10       3.477587415776e-15      -1.034993239951e-16 
 1140       1.694895145724e-10       3.465747164936e-15      -1.028038584864e-16 
 1141       1.693513132594e-10       3.453956955887e-15      -1.020519163376e-16 
 1142       1.692008161094e-10       3.442216587104e-15      -1.012424726714e-16 
 1143       1.690381005995e-10       3.430525853250e-15      -1.003744969394e-16 
 1144       1.688632450675e-10       3.418884545175e-15      -9.944695291039e-17 
 1145       1.686763287137e-10       3.407292449900e-15      -9.845879865887e-17 
 1146       1.684774316031e-10       3.395749350610e-15      -9.740898655400e-17 
 1147       1.682666346675e-10       3.384255026640e-15      -9.629646324815e-17 
 1148       1.680440197077e-10       3.372809253467e-15      -9.512016966558e-17 
 1149       1.678096693955e-10       3.361411802701e-15      -9.387904099114e-17 
 1150       1.675636672758e-10       3.350062442068e-15      -9.257200665891e-17 
 1151       1.673060977685e-10       3.338760935408e-15      -9.119799034093e-17 
 1152       1.670370461712e-10       3.327507042659e-15      -8.975590993578e-17 
 1153       1.667565986606e-10       3.316300519847e-15      -8.824467755736e-17 
 1154       1.664648422950e-10       3.305141119077e-15      -8.666319952350e-17 
 1155       1.661618650166e-10       3.294028588522e-15      -8.501037634464e-17 
 1156       1.658477556529e-10       3.282962672413e-15      -8.328510271252e-17 
 1157       1.655226039195e-10       3.271943111027e-15      -8.148626748886e-17 
 1158       1.651865004218e-10       3.260969640677e-15      -7.961275369399e-17 
 1159       1.648395366573e-10       3.250041993704e-15      -7.766343849558e-17 
 1160       1.644818050177e-10       3.239159898463e-15      -7.563719319730e-17 
 1161       1.641133987908e-10       3.228323079314e-15      -7.353288322745e-17 
 1162       1.637344121628e-10       3.217531256611e-15      -7.134936812768e-17 
 1163       1.633449402204e-10       3.206784146693e-15      -6.908550154167e-17 
